5224;module;ietf-schc-oam
5225;identity;fid-icmpv6-base-type
5226;identity;fid-icmpv6-checksum
5227;identity;fid-icmpv6-code
5228;identity;fid-icmpv6-identifier
5229;identity;fid-icmpv6-sequence
5230;identity;fid-icmpv6-type
5231;identity;proxy-none
5232;identity;proxy-pingv6
5233;identity;proxy-schc-message
5234;identity;space-id-base-type
5235;identity;space-id-coap
5236;;
5237;;
5238;;
5239;;
5240;;
5241;;
5242;;
5243;;
5244;;
5245;;
5246;;
5247;;
5248;;
5249;;
5250;;
5251;;
5252;;
5253;;
5254;;
5255;;
5256;;
5257;;
5258;;
5259;;
5260;;
5261;;
5262;;
5263;;
5264;;
5265;;
5266;;
5267;;
5268;;
5269;;
5270;;
5271;;
5272;;
5273;;
5274;;
5275;;
5276;;
5277;;
5278;;
5279;;
5280;;
5281;;
5282;;
5283;;
5284;;
5285;;
5286;;
5287;;
5288;;
5289;;
5290;;
5291;;
5292;;
5293;;
5294;;
5295;;
5296;;
5297;;
5298;;
5299;;
5300;;
5301;;
5302;;
5303;;
5304;;
5305;;
5306;;
5307;;
5308;;
5309;;
5310;;
5311;;
5312;;
5313;;
5314;;
5315;;
5316;;
5317;;
5318;;
5319;;
5320;;
5321;;
5322;;
5323;;
5324;;
5325;;
5326;;
5327;;
5328;;
5329;;
5330;;
5331;;
5332;;
5333;;
5334;;
5335;;
5336;;
5337;;
5338;;
5339;;
5340;;
5341;;
5342;;
5343;;
5344;;
5345;;
5346;;
5347;;
5348;;
5349;;
5350;;
5351;;
5352;;
5353;;
5354;;
5355;;
5356;;
5357;;
5358;;
5359;;
5360;;
5361;;
5362;;
5363;;
5364;;
5365;;
5366;;
5367;;
5368;;
5369;;
5370;;
5371;;
5372;;
5373;;
5374;;
5375;;
5376;;
5377;;
5378;;
5379;;
5380;;
5381;;
5382;;
5383;;
5384;;
5385;;
5386;;
5387;;
5388;;
5389;;
5390;;
5391;;
5392;;
5393;;
5394;;
5395;;
5396;;
5397;;
5398;;
5399;;
5400;;
5401;;
5402;;
5403;;
